number_of_pedestrians,number_of_vehicles,number_of_two_wheel_vehicles,proportion_of_speeding_vehicles,proportion_of_vehicles_without_lights,proportion_of_light_ignoring_vehicles,light_ignoring_percent,proportion_of_sign_ignoring_vehicles,sign_ignoring_percent,proportion_of_vehicle_ignoring_vehicles,vehicle_ignoring_percent,proportion_of_walker_ignoring_vehicles,walker_ignoring_percent,proportion_of_keeping_right_vehicles,keeping_right_percent,proportion_of_lane_changing_vehicles,lane_change_percent,proportion_of_misbehaving_pedestrians,proportion_of_running_pedestrians,proportion_of_road_crossing_pedestrians,number_of_junctions,distance_in_metres,area_in_square_metres,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,wetness,fog_falloff,scattering_intensity,mie_scattering_scale,rayleigh_scattering_scale,dust_storm,difficulty
12,70,10,0.2562,0.3094,0.4281,41.2421,0.1894,29.5762,0.2542,23.8317,0.3088,22.7223,0.1942,36.5681,0.4761,47.4864,0.2751,0.2642,0.2756,5.3294,2222.4365,3848203.2623,74.2534,97.8051,68.2333,76.9511,288.8161,-63.9855,21.8161,0.0,79.7514,11.9365,0.9966,0.032,0.0366,0.0,535.4187
16,53,10,0.2495,0.2885,0.3776,29.7649,0.1512,26.8405,0.2324,21.6825,0.291,23.116,0.2147,27.4369,0.4472,45.0601,0.2869,0.2937,0.365,6.9327,1568.3501,2788225.8971,98.7822,69.0838,48.424,73.6667,284.2984,-75.4533,17.7907,0.0,70.4578,12.1672,0.9446,0.0286,0.0285,0.0,574.2445
13,61,12,0.2642,0.2895,0.4999,38.9225,0.2108,24.3833,0.2137,21.8261,0.3123,29.4677,0.181,31.6376,0.3948,62.2766,0.2671,0.2386,0.3303,5.5779,1775.8821,3696601.3327,95.1131,92.0894,51.2747,83.7916,296.8438,-64.8092,24.8501,0.0,78.1723,9.1487,1.144,0.0299,0.0313,0.0,545.8923
12,59,10,0.2327,0.2821,0.4081,37.3902,0.2185,24.8987,0.2679,20.0046,0.337,22.0142,0.1755,31.959,0.4968,55.4768,0.2919,0.2861,0.2756,7.2113,1739.8482,3640209.654,71.8132,92.7183,67.0199,63.5883,291.8283,-75.3134,17.6088,0.0,61.5035,10.3108,0.9918,0.0334,0.0391,0.0,440.0136
16,66,11,0.2815,0.3187,0.3624,28.9819,0.1605,23.7675,0.3015,23.3736,0.2573,30.9754,0.1738,31.7909,0.3405,52.2994,0.2315,0.2906,0.3663,5.3752,1993.4259,2813940.6335,78.5236,81.334,66.639,64.0393,288.4189,-82.8843,24.4383,0.0,73.3482,9.8105,1.0802,0.0261,0.0361,0.0,510.5856
15,72,10,0.2587,0.2711,0.4735,34.4004,0.1787,23.7723,0.2391,20.9443,0.3298,21.4504,0.2148,35.2049,0.4329,54.2689,0.2853,0.2377,0.3349,6.3863,1765.6936,3429054.7587,76.8292,69.4729,51.2568,66.9327,272.934,-69.6725,19.7068,0.0,70.2832,11.1098,1.0161,0.0288,0.0391,0.0,527.7649
14,63,12,0.2623,0.3399,0.4062,37.4839,0.2102,29.1224,0.296,25.6633,0.2932,27.5495,0.2126,33.806,0.4504,58.1506,0.2535,0.2656,0.285,5.9623,1938.7221,2777140.962,71.6149,93.936,68.7016,75.1034,255.2908,-81.585,19.2261,0.0,66.8368,11.6644,0.9891,0.0285,0.0304,0.0,522.3556
13,73,10,0.2438,0.2826,0.4385,32.2951,0.1696,23.9256,0.2263,26.7862,0.2972,30.4821,0.1687,36.7758,0.3778,58.5728,0.2453,0.2309,0.2693,6.374,1813.3935,3786611.5725,73.0394,71.5848,47.2637,80.5861,334.8217,-68.1655,21.168,0.0,86.8472,12.0233,1.1097,0.0295,0.0286,0.0,460.1852
12,68,12,0.2646,0.3244,0.4842,31.108,0.1622,30.2611,0.2573,20.7034,0.2341,25.175,0.1592,34.0539,0.3595,51.3147,0.2399,0.3075,0.2812,7.2956,1689.3012,2895503.5846,91.1763,81.0265,48.5586,83.278,360.0,-62.9438,24.0134,0.0,70.3899,9.5785,0.9087,0.0347,0.0388,0.0,517.1577
12,72,10,0.2703,0.2987,0.4491,35.1141,0.1528,25.5628,0.2623,27.6611,0.2925,26.3501,0.1829,34.0237,0.3489,56.6306,0.2107,0.2464,0.2921,7.4569,2098.5469,3001718.8167,68.7084,89.6892,53.3788,65.5721,351.7165,-86.9327,18.8364,0.0,85.616,9.0689,1.2024,0.0374,0.0396,0.0,608.2909
14,55,10,0.2397,0.3533,0.3965,29.277,0.215,22.8524,0.2773,26.1212,0.2524,31.2486,0.1686,25.5267,0.4899,56.9807,0.2544,0.2771,0.2905,6.8472,1815.1058,3772201.7231,79.4091,72.8885,64.9729,61.5243,304.2681,-86.7514,24.1137,0.0,63.8107,9.1497,0.991,0.0264,0.0405,0.0,568.8268
15,55,9,0.2186,0.3705,0.3525,32.2862,0.1511,29.784,0.2847,23.7545,0.3418,24.7214,0.1903,27.8125,0.3812,56.2944,0.2428,0.2402,0.3524,5.4019,1811.8372,3745012.7913,87.8538,95.5366,57.7037,60.5437,277.6008,-72.1345,23.8748,0.0,62.0313,9.8898,1.0756,0.032,0.0326,0.0,449.8302
12,63,11,0.2613,0.3205,0.4949,33.3029,0.1496,23.5815,0.3103,19.855,0.3418,27.1833,0.1857,31.1414,0.3534,52.2079,0.214,0.2146,0.2945,7.425,1626.5107,3549142.4809,95.7188,70.7578,51.527,61.2688,299.1931,-81.2693,17.7068,0.0,79.5183,8.6989,0.889,0.0288,0.0368,0.0,481.1905
14,63,10,0.2501,0.2762,0.4865,34.0213,0.1891,24.3285,0.3123,21.9719,0.2573,26.6763,0.1732,32.0289,0.4569,54.4481,0.2304,0.2418,0.3749,5.2858,1601.5634,3664651.4946,94.6754,90.4725,62.8723,60.8176,294.8565,-72.889,23.4785,0.0,75.7812,8.756,0.9057,0.0345,0.0313,0.0,568.5642
12,64,10,0.2655,0.3229,0.4266,32.1668,0.1723,27.9465,0.2378,24.1747,0.2409,30.4455,0.166,37.0152,0.4207,45.3258,0.2722,0.2444,0.3215,6.3137,1991.6932,3437765.5214,99.5694,69.8528,58.0113,82.5722,347.268,-62.6089,20.0212,0.0,74.8049,10.2217,1.0368,0.0294,0.0349,0.0,615.2611
11,61,10,0.2667,0.3532,0.406,29.9437,0.1666,21.8092,0.2849,22.2323,0.2601,29.1389,0.2106,36.6262,0.4832,55.2899,0.2104,0.2912,0.2873,5.4633,2213.4158,3787226.2158,69.1212,87.5662,64.2653,76.4294,356.6248,-72.6657,18.7805,0.0,64.9713,11.9466,1.0664,0.0374,0.04,0.0,618.1317
11,67,10,0.295,0.3447,0.4328,36.4542,0.1938,23.6265,0.2712,20.4119,0.255,28.9468,0.1488,30.5764,0.3606,59.8025,0.2763,0.3021,0.2697,5.8464,1747.9512,3614188.898,84.6232,94.1178,50.4902,68.5602,329.1091,-80.4912,24.6668,0.0,80.2903,11.1481,1.2336,0.0295,0.0302,0.0,467.386
14,65,9,0.2217,0.3692,0.4404,35.4407,0.1622,24.4929,0.214,23.6515,0.2458,25.2779,0.1549,34.8687,0.4619,51.562,0.2353,0.2273,0.309,6.325,1899.1788,2726064.6977,91.7238,85.4558,66.3478,80.1765,262.6681,-73.3273,19.2508,0.0,69.8842,10.7778,1.0033,0.0294,0.0315,0.0,580.7412
14,71,12,0.2508,0.3479,0.4594,29.9302,0.1948,30.719,0.2563,19.6842,0.3014,30.0192,0.1932,36.3743,0.4823,56.6803,0.2182,0.2726,0.336,6.1938,2190.9876,2673190.7354,83.0298,73.4422,65.5195,74.2412,355.0276,-85.5859,19.1188,0.0,63.5423,12.1927,0.886,0.0362,0.0406,0.0,553.4489
12,72,10,0.3016,0.3413,0.4907,40.6308,0.2062,25.9762,0.2674,24.2634,0.2476,27.0701,0.2055,31.8607,0.3681,60.516,0.232,0.2969,0.3031,7.2662,1763.0175,3857072.4834,92.6613,69.7495,48.3028,85.7399,294.0742,-64.8831,17.2692,0.0,73.825,8.7247,0.9166,0.0331,0.0377,0.0,486.4339
15,69,9,0.2586,0.3627,0.4233,34.661,0.184,23.051,0.3064,21.1411,0.2425,29.4214,0.2161,34.3863,0.4777,43.901,0.2443,0.2198,0.27,7.3892,2157.4279,3409671.9021,80.928,71.1781,62.8261,83.8202,313.3998,-79.8813,20.6113,0.0,64.186,11.1871,0.9922,0.0361,0.038,0.0,572.2787
12,55,9,0.2305,0.2581,0.3623,40.9895,0.1683,27.8045,0.2677,27.5001,0.2869,29.8299,0.2033,27.0753,0.3576,42.7779,0.2113,0.28,0.2573,6.2015,2041.2406,2791690.2427,85.6748,93.0927,56.453,86.9397,274.2703,-78.4371,24.4738,0.0,85.2587,11.1649,1.0039,0.0291,0.0348,0.0,470.8061
14,71,12,0.2453,0.3153,0.397,29.293,0.2187,26.4735,0.2331,28.4914,0.2826,25.756,0.211,29.3092,0.372,54.3923,0.267,0.2575,0.3681,6.4514,1857.7752,3110593.7217,76.1394,88.5097,56.8604,72.5871,301.5465,-67.7556,19.13,0.0,60.7509,9.3883,1.057,0.0319,0.039,0.0,462.2269
14,54,9,0.2272,0.3691,0.4924,28.1925,0.1558,28.6269,0.2604,26.1463,0.2934,25.2274,0.1718,30.2787,0.3675,49.6966,0.2606,0.2476,0.3068,5.3564,1988.2362,3175644.475,78.4957,92.106,52.9956,73.0113,347.6604,-68.9862,18.7184,0.0,73.4053,12.1593,1.0824,0.0339,0.0303,0.0,509.3466
13,59,11,0.2156,0.3478,0.4052,36.4677,0.1921,30.4574,0.2333,28.472,0.3119,30.9623,0.2142,35.8296,0.3796,58.4532,0.2055,0.3061,0.3529,5.6159,1785.3015,3532696.0244,69.09,80.4118,59.3285,65.6122,292.4031,-79.8458,19.2203,0.0,74.8483,11.3158,1.0358,0.0315,0.0331,0.0,622.3504
12,63,10,0.2716,0.2603,0.4002,37.0402,0.2173,21.7257,0.3038,19.591,0.2672,28.271,0.1845,34.2887,0.3873,47.8461,0.2738,0.2471,0.3138,7.4336,1997.1663,2741658.1677,93.1738,78.3136,64.1718,79.9012,360.0,-85.7091,20.5798,0.0,86.1828,11.4829,0.9876,0.0357,0.0371,0.0,534.2303
11,54,11,0.2992,0.3667,0.4556,35.6328,0.2164,28.1476,0.2725,21.6305,0.2714,29.286,0.2139,32.1707,0.4769,57.3493,0.2012,0.237,0.3211,7.2522,1856.6365,3681959.4651,99.4991,73.4418,65.8521,71.6821,311.0536,-79.8605,17.6341,0.0,63.2637,10.4165,1.1845,0.0342,0.0311,0.0,587.4374
14,60,10,0.2236,0.3476,0.4541,31.2173,0.156,21.4316,0.2287,24.3974,0.3092,23.8178,0.2063,28.3775,0.4458,49.0324,0.2364,0.227,0.3044,6.2419,1872.7436,3531718.2622,82.6409,68.7024,64.6618,69.1864,354.8171,-77.0661,17.9121,0.0,68.7877,8.8884,1.132,0.032,0.0385,0.0,476.0055
14,54,10,0.2247,0.3325,0.3589,32.1012,0.1692,24.8691,0.2226,27.2651,0.2461,25.1535,0.2044,26.4187,0.3517,54.744,0.2126,0.2252,0.3127,5.8236,1575.2106,3478726.7101,99.8424,93.188,65.8383,64.8668,328.3463,-83.8603,23.0768,0.0,69.4064,11.019,0.9794,0.032,0.0384,0.0,482.0412
12,69,10,0.2717,0.3032,0.4066,32.3967,0.1828,23.8699,0.2445,27.5086,0.2713,23.4429,0.1613,34.7134,0.3632,47.3749,0.2693,0.237,0.2829,6.4012,2082.8825,3280577.7084,98.9362,89.25,62.9106,69.4052,262.4566,-83.4842,18.0605,0.0,77.6044,8.5926,1.182,0.028,0.0394,0.0,466.9184
11,71,12,0.2357,0.3163,0.4304,39.7948,0.1895,22.6199,0.2593,22.9717,0.2633,21.3703,0.1817,27.2256,0.4941,56.2522,0.2613,0.2461,0.2779,5.8847,1998.3575,2773472.3281,79.3193,91.0956,46.7869,71.9662,345.0736,-78.6166,17.5348,0.0,63.4741,8.6055,1.2447,0.0332,0.0393,0.0,571.3019
34,50,10,0.2863,0.3174,0.2416,36.8655,0.4125,23.2752,0.2569,28.0435,0.3942,26.9096,0.3847,33.4237,0.3636,44.5761,0.4068,0.4987,0.309,9.0644,3534.7285,3413358.6586,28.782,4.3002,9.1552,31.4867,305.7353,14.3008,6.0028,0.0,21.3893,10.3565,1.0177,0.0364,0.036,0.0,430.7652
35,49,10,0.2399,0.3043,0.1727,39.6642,0.4988,24.0758,0.2335,21.7887,0.3522,29.2662,0.4194,28.7879,0.3536,61.7015,0.4029,0.4281,0.2724,9.5087,2636.2565,3814933.5849,30.2608,5.538,9.4821,42.0494,298.2577,15.2602,4.9189,0.0,24.9371,11.577,1.1276,0.0326,0.0356,0.0,361.8839
33,44,8,0.242,0.3624,0.1908,33.0858,0.3662,26.1431,0.2187,24.308,0.3202,30.2585,0.3458,34.6572,0.4199,42.6206,0.3959,0.4678,0.3636,7.1769,2423.5124,3981315.2102,21.4945,5.2439,9.193,29.9212,261.5253,14.0316,5.3794,0.0,17.9273,10.8816,0.97,0.0269,0.0381,0.0,419.4697
28,49,11,0.2475,0.2709,0.2471,28.9903,0.4561,29.7735,0.2324,27.4929,0.4262,24.9414,0.4222,26.5817,0.3707,60.6709,0.4548,0.4039,0.3124,7.6485,3243.9744,4663595.8158,22.4198,4.5148,8.6959,37.4431,256.8377,15.9971,5.1454,0.0,23.3506,10.7976,1.2263,0.0349,0.0375,0.0,414.5206
31,54,11,0.2698,0.2811,0.2151,40.229,0.4485,31.0155,0.2174,19.5764,0.3602,28.0035,0.4763,37.3582,0.3728,50.3116,0.3789,0.484,0.3252,8.9705,3415.7166,3613604.2363,22.5403,4.5845,12.4333,40.3926,334.6803,18.3911,5.9445,0.0,20.0796,8.9048,0.9032,0.0306,0.0386,0.0,307.7646
33,44,8,0.2853,0.3178,0.1921,36.378,0.4414,30.0523,0.265,26.6668,0.304,24.5632,0.4106,27.6016,0.4024,55.827,0.3496,0.4945,0.2636,9.899,2912.5507,3959390.9593,28.9798,4.3124,11.2167,33.3679,268.176,15.2482,4.5007,0.0,24.5787,9.8541,1.2343,0.0372,0.0307,0.0,361.9556
29,46,10,0.2728,0.3156,0.1953,34.1965,0.4547,26.5046,0.2477,25.4747,0.3761,21.9412,0.4509,28.2958,0.3745,43.7463,0.413,0.4021,0.3484,9.5987,2466.4771,4108864.1772,23.49,5.0774,10.7425,39.3353,339.732,13.788,5.5085,0.0,25.022,9.7749,1.202,0.0266,0.04,0.0,333.9431
29,50,10,0.2413,0.3407,0.2051,28.1015,0.3798,31.093,0.3065,24.5944,0.4024,27.5395,0.3695,33.3803,0.4648,58.8939,0.4705,0.4381,0.3026,8.1527,2543.9572,4310549.1855,21.6577,4.772,9.4459,38.5178,360.0,14.2619,4.7109,0.0,19.5968,9.5205,0.8692,0.0297,0.04,0.0,299.704
37,46,10,0.2829,0.3298,0.2453,36.0055,0.465,29.3582,0.2447,20.9155,0.4286,28.7906,0.3651,28.5935,0.4372,55.28,0.3413,0.3839,0.3021,8.8502,3087.5041,3443369.9142,25.2278,5.4546,10.0957,34.7616,279.8177,18.1667,5.4467,0.0,21.6116,12.6126,1.0786,0.0263,0.037,0.0,394.0066
36,42,11,0.2786,0.3531,0.2362,35.96,0.4152,26.2322,0.2657,22.4744,0.3215,22.364,0.4662,34.5431,0.3991,53.4214,0.368,0.49,0.2738,9.1726,2723.3485,3980055.2274,21.2904,5.6584,11.8753,37.6759,338.9059,14.8028,4.7519,0.0,19.2063,11.4214,0.8969,0.0284,0.0411,0.0,414.6608
27,50,8,0.2591,0.2867,0.2459,36.9554,0.4664,28.8036,0.2909,19.6204,0.3039,21.5176,0.4098,34.7879,0.4222,56.9298,0.3867,0.3796,0.358,7.2574,3420.7787,4560283.9486,23.6786,4.5591,10.6817,37.3164,323.8263,17.379,5.0394,0.0,25.1292,11.8408,0.8729,0.0275,0.0314,0.0,361.4556
36,51,10,0.2452,0.3663,0.232,40.0146,0.4231,25.1398,0.2284,23.591,0.4174,27.9734,0.4247,36.1352,0.4854,48.8057,0.3405,0.4496,0.335,9.7539,3479.0468,3721608.291,23.2744,5.4626,10.2161,38.4945,285.6653,15.3214,5.8164,0.0,18.9163,8.7149,0.9755,0.0335,0.0288,0.0,434.534
33,54,9,0.2205,0.2598,0.2,38.1803,0.4699,29.7437,0.2873,27.9836,0.3151,23.206,0.4861,35.9684,0.3687,42.6947,0.4441,0.4479,0.2691,8.0256,2638.5662,4110998.9027,29.5215,6.2242,9.5929,41.7165,322.7947,18.5747,6.1075,0.0,25.2838,9.8735,1.1549,0.0262,0.0322,0.0,357.9931
26,43,9,0.2804,0.2605,0.1889,30.126,0.4636,30.267,0.3041,25.8029,0.434,26.607,0.4667,26.3529,0.4144,49.0842,0.4877,0.4039,0.2686,7.6582,2888.6951,3955945.8409,21.8535,6.2203,10.1514,41.5855,360.0,18.4031,4.3014,0.0,23.8465,10.3754,1.229,0.0332,0.0346,0.0,392.038
32,53,9,0.2254,0.3687,0.2117,40.8952,0.3672,27.8251,0.3051,23.2053,0.311,30.0739,0.4549,30.4823,0.4108,59.1774,0.451,0.4834,0.2932,8.8107,2562.8959,3563194.4232,28.6912,4.8016,11.9435,32.9399,335.3444,14.5697,4.2884,0.0,18.3807,12.107,1.075,0.031,0.041,0.0,416.3618
37,48,10,0.2912,0.2775,0.2042,29.9656,0.4031,25.1917,0.2213,27.2261,0.3124,24.9759,0.4866,34.3947,0.3453,50.7148,0.364,0.4014,0.2724,7.2048,3265.7592,3694488.0482,23.0253,5.5256,8.6101,37.4894,353.499,16.4162,5.4537,0.0,25.2428,10.5281,1.1142,0.0281,0.0357,0.0,414.6302
28,48,11,0.237,0.3068,0.2391,34.1576,0.3993,21.53,0.2553,20.0454,0.3553,23.7884,0.3799,26.5656,0.3642,52.0872,0.4766,0.3915,0.3382,8.9013,3468.7606,3698751.2311,29.291,5.6198,11.8233,39.5354,330.6076,14.743,6.1223,0.0,20.1309,8.6997,0.8663,0.0275,0.0374,0.0,351.5052
33,49,11,0.2623,0.3536,0.1862,32.3053,0.342,28.6126,0.2424,25.4465,0.4209,29.4039,0.4296,33.2036,0.439,48.1941,0.3656,0.3735,0.2887,9.1965,2983.5854,4286666.4474,27.3128,4.3703,11.3538,42.1474,280.3188,17.7971,5.3501,0.0,24.4218,9.0542,0.9473,0.0356,0.0336,0.0,396.0473
31,48,10,0.3042,0.3542,0.2312,32.098,0.4007,30.0557,0.2221,26.9506,0.4228,28.0413,0.3684,29.8696,0.3983,49.1209,0.4624,0.4107,0.2897,8.6032,3270.5257,4240324.2445,28.5521,5.658,10.8106,30.5801,360.0,16.5409,5.2379,0.0,17.5669,11.8388,1.2377,0.0303,0.0357,0.0,337.6374
37,51,11,0.2455,0.3269,0.2233,29.1791,0.4406,29.4542,0.2489,21.6367,0.3075,30.6268,0.4256,33.7154,0.3957,51.1283,0.3771,0.4298,0.2929,9.2282,3187.3382,4197641.4617,27.082,5.0351,10.9127,37.4574,312.4347,16.5349,5.4773,0.0,18.7988,10.0401,1.1246,0.034,0.0359,0.0,384.0324
37,48,11,0.2911,0.2841,0.1729,36.4523,0.355,25.4805,0.3022,25.6287,0.4003,28.4147,0.4145,29.9765,0.4675,61.223,0.4213,0.4252,0.3127,9.4231,3049.583,4532664.309,25.8258,5.2309,9.0179,39.423,267.6424,13.4585,4.473,0.0,22.5244,12.3607,0.8693,0.0354,0.0358,0.0,317.7662
28,53,9,0.2984,0.2742,0.2096,40.705,0.375,29.4557,0.3085,25.0061,0.3044,25.6132,0.4977,29.0497,0.39,53.0633,0.4148,0.4099,0.3474,7.3314,3082.3091,4466339.8571,29.0727,5.9253,10.8314,42.2813,313.3242,17.5706,4.6491,0.0,18.2047,12.5462,0.979,0.0334,0.034,0.0,383.828
26,51,10,0.237,0.3286,0.2181,39.9369,0.343,27.9247,0.2637,22.1402,0.4107,22.2613,0.3696,29.6828,0.5,55.3291,0.4304,0.3949,0.3267,8.0315,2690.5299,4253399.9387,26.7267,4.4941,10.9747,37.7641,266.0884,15.3332,4.8728,0.0,22.9965,8.7795,0.908,0.0288,0.0314,0.0,372.3672
27,51,9,0.2732,0.2925,0.2286,30.0336,0.3827,26.2525,0.2334,27.6053,0.3869,28.4321,0.433,33.123,0.4807,54.418,0.4057,0.4665,0.3316,9.4594,3325.99,4469118.4571,21.2669,4.9001,10.0947,37.1316,255.3112,16.5133,6.232,0.0,21.3068,10.1138,1.0181,0.0328,0.0413,0.0,366.5076
29,42,11,0.2883,0.3484,0.2285,38.4368,0.4997,23.0357,0.299,22.157,0.3019,22.5697,0.4035,35.4644,0.3966,44.5096,0.4272,0.4169,0.3135,7.952,2919.6028,4480552.8775,28.7408,5.8728,11.4076,42.2293,343.795,15.1053,6.2227,0.0,21.3727,12.176,1.1536,0.0358,0.0299,0.0,385.8674
26,43,9,0.2781,0.3014,0.1791,31.306,0.3711,21.6557,0.2329,24.0892,0.3479,28.659,0.4082,29.9986,0.4403,48.1933,0.4052,0.4644,0.2747,8.7233,2851.2417,4619927.198,29.3599,5.2818,9.1533,36.6748,360.0,14.1432,4.9081,0.0,19.834,10.4584,1.0869,0.0262,0.0413,0.0,417.1143
28,53,8,0.3087,0.2958,0.1988,33.0489,0.4669,29.8665,0.2597,25.2898,0.3375,22.4027,0.4342,29.3743,0.41,48.3838,0.447,0.4621,0.3553,8.442,3510.4222,3436354.0689,22.3792,6.1149,12.0765,38.503,287.6373,14.8014,4.8989,0.0,18.4521,8.7384,1.211,0.0306,0.0338,0.0,330.0868
36,55,10,0.3095,0.269,0.177,31.889,0.4224,31.1702,0.3013,25.9164,0.3919,22.4628,0.4725,31.0839,0.3762,51.2668,0.4405,0.4068,0.3685,6.8185,2506.8282,3863854.6657,24.1168,5.1807,11.1013,34.6176,299.3855,15.0163,4.5876,0.0,21.761,11.1143,1.0664,0.0369,0.038,0.0,330.6967
29,46,9,0.2523,0.2985,0.1749,36.3187,0.4966,29.6345,0.2955,20.4423,0.3886,29.7641,0.4031,35.1685,0.3971,57.3892,0.48,0.4812,0.3469,8.1541,2966.0638,3984425.4264,24.1957,6.0461,10.3296,39.5361,258.7664,14.1009,5.6191,0.0,19.2013,12.5534,0.8906,0.0334,0.0328,0.0,395.5705
37,47,11,0.3067,0.2594,0.191,29.8945,0.3729,26.2152,0.2516,20.7892,0.4015,21.9002,0.4702,35.5336,0.4456,50.6518,0.4063,0.4894,0.3228,8.5648,2672.0391,3586334.8478,27.8364,4.6838,9.9039,30.884,323.8343,14.3069,5.9361,0.0,20.0554,10.085,0.9916,0.0258,0.0312,0.0,387.3362
31,56,10,0.2143,0.3552,0.2104,33.1573,0.3767,26.5996,0.2729,24.221,0.3843,21.3123,0.3917,25.9941,0.4855,45.8704,0.3654,0.4428,0.2877,7.9791,3338.6383,3543153.343,22.9836,6.1307,10.2718,36.0633,323.3326,16.3266,4.8817,0.0,22.4849,9.0577,1.1335,0.0322,0.0395,0.0,356.5636
27,48,9,0.233,0.3401,0.1921,34.7275,0.4437,27.7468,0.2523,20.9836,0.3415,27.1826,0.4217,37.318,0.4059,43.3549,0.4878,0.3452,0.3186,6.8346,3050.8546,4131306.4502,27.7402,5.0084,10.6236,34.7356,272.4308,12.8743,5.6945,0.0,24.4347,11.3478,1.021,0.034,0.039,0.0,355.6804
31,52,10,0.3012,0.3711,0.1842,36.1382,0.4885,25.1935,0.2813,20.4963,0.3555,26.5655,0.4612,30.5506,0.3999,55.3415,0.379,0.4196,0.3685,8.8429,2892.5101,4733917.9412,27.4051,5.5753,10.6097,30.4702,346.606,16.7176,4.8089,0.0,24.8514,11.3822,1.0441,0.0369,0.04,0.0,416.1598
27,58,9,0.2875,0.3576,0.2214,29.01,0.3822,30.9165,0.2274,21.8377,0.3915,24.841,0.3488,31.5362,0.3741,55.3358,0.3411,0.4234,0.2833,8.397,2908.209,3743560.0923,23.0234,4.5862,12.2955,33.1343,261.7977,18.0593,4.5159,0.0,25.2522,11.4698,1.114,0.0306,0.0409,0.0,436.0573
32,41,8,0.2137,0.3304,0.2099,40.012,0.3572,29.6354,0.2291,22.5043,0.3798,29.667,0.3648,37.0199,0.4047,52.3473,0.3406,0.4325,0.2842,8.4494,3473.5304,4477840.1396,26.1888,4.3102,11.7986,34.1022,280.0972,13.8836,5.1202,0.0,20.6012,12.0461,0.9337,0.0272,0.0358,0.0,377.3472
30,41,9,0.3118,0.3103,0.2474,30.5898,0.3561,28.6077,0.2248,22.0354,0.3604,29.8604,0.4595,33.747,0.461,56.7213,0.3591,0.4556,0.3528,8.5095,3160.5514,3335571.0198,28.2237,4.3897,8.9293,41.4318,329.605,13.5984,5.2746,0.0,18.6475,10.9909,1.1786,0.027,0.0308,0.0,306.1633
28,43,8,0.3009,0.2788,0.1751,40.4894,0.4154,28.4821,0.2576,19.6237,0.3125,22.4172,0.353,26.6149,0.3543,60.9792,0.3558,0.3923,0.3385,8.1479,3180.3281,3638196.3928,26.0156,4.8557,10.0472,34.2328,298.1871,14.5655,5.4283,0.0,19.0443,10.666,0.8905,0.0313,0.0299,0.0,355.4349
27,40,11,0.2869,0.273,0.2091,39.6306,0.3771,21.3861,0.2158,23.9074,0.4325,29.8235,0.4416,30.3114,0.455,55.5463,0.465,0.401,0.2851,8.5938,3172.1763,4587007.2011,30.5034,4.333,10.8526,32.9067,259.7648,12.8592,5.622,0.0,17.6963,12.3114,0.86,0.0326,0.0377,0.0,391.899
36,51,10,0.2266,0.2949,0.2147,33.3858,0.4304,26.3219,0.266,26.6089,0.3639,22.5294,0.3567,34.5623,0.435,58.6461,0.4691,0.3738,0.2949,7.664,2578.8359,3407416.1329,28.7009,4.2609,12.1035,42.0904,323.5298,18.5637,4.4354,0.0,19.8554,11.5671,0.9765,0.0364,0.0295,0.0,425.0515
33,57,10,0.2783,0.2666,0.1949,31.685,0.3582,28.0636,0.3097,27.3981,0.3647,25.341,0.4728,31.8746,0.4622,61.539,0.3435,0.3988,0.2891,9.779,2444.5242,3429383.5007,28.4867,5.1775,9.8866,31.5891,302.0928,18.6969,4.3793,0.0,23.7826,10.2567,0.9474,0.0267,0.0365,0.0,398.831
35,46,8,0.2695,0.3119,0.2312,38.3823,0.4817,22.2091,0.2227,26.0951,0.3884,28.9122,0.4869,28.5201,0.4259,46.9923,0.3404,0.4849,0.3642,9.7944,2894.3597,3944117.933,27.6862,5.5543,9.6949,31.1836,300.2406,17.7552,4.7487,0.0,20.3873,11.9441,1.0029,0.0312,0.0393,0.0,429.7791
37,41,9,0.3111,0.3007,0.2137,31.0804,0.459,26.4555,0.2746,28.4427,0.4105,25.6558,0.4443,31.5192,0.4167,57.7028,0.3591,0.3739,0.3133,7.0394,2523.8037,4641581.2646,27.1206,5.3305,10.4893,32.7501,340.2007,18.3973,6.1493,0.0,24.4669,12.4269,0.8713,0.0302,0.0292,0.0,310.3025
36,51,9,0.2385,0.3592,0.2365,30.727,0.3514,21.7448,0.2458,20.8856,0.404,27.3853,0.3676,36.4794,0.4041,44.0803,0.3758,0.4518,0.3176,8.0855,3299.943,4424059.801,29.3569,4.7518,11.8119,36.6481,313.5146,15.1722,5.0907,0.0,21.7564,11.5252,1.0697,0.0371,0.0291,0.0,334.1659
36,43,9,0.2591,0.3432,0.1826,28.7806,0.4132,29.7676,0.2486,28.3073,0.3939,30.006,0.428,27.0774,0.4966,55.9911,0.4595,0.4348,0.3133,7.3856,3302.1137,3430143.8602,29.9739,6.1254,10.8058,41.2298,316.234,13.5006,4.474,0.0,22.5257,11.7408,1.0813,0.0369,0.0349,0.0,341.7473
